id_department,department_name,terrain_area,old_antenna,new_antenna_type
6,Boyaca,785000,6,d
23,Putumayo,1058200,8,a
17,Huila,1139000,21,c
32,Vichada,1651000,6,c
19,Magdalena,1376400,19,e
12,Choco,1225400,10,a
1,Amazonas,69200,12,e
32,Vichada,975800,7,c
29,Tolima,79600,22,e
9,Casanare,641200,20,b
1,Amazonas,763400,9,d
19,Magdalena,150600,15,e
4,Atlantico,911000,12,c
20,Meta,484400,24,b
3,Arauca,1681200,19,c
4,Atlantico,764000,2,b
30,Valle del Cauca,118400,20,c
4,Atlantico,1095800,18,c
11,Cesar,1963000,29,b
30,Valle del Cauca,1164400,25,c
13,Cordoba,951400,20,d
22,Norte de Santander,1136600,23,b
22,Norte de Santander,1244800,26,d
25,Risaralda,1587600,19,a
10,Cauca,167800,12,e
25,Risaralda,140800,10,e
29,Tolima,1696000,20,c
8,Caqueta,869000,1,e
2,Antioquia,1473400,8,d
6,Boyaca,1468000,16,d
21,Narino,1440200,22,e
14,Cundinamarca,1797200,22,a
21,Narino,11600,26,b
2,Antioquia,410000,23,a
1,Amazonas,156000,2,a
14,Cundinamarca,347600,13,c
18,La Guajira,1309800,4,e
17,Huila,1554600,9,c
28,Sucre,365200,12,c
3,Arauca,270600,21,c
23,Putumayo,564600,26,d
1,Amazonas,1510600,11,a
32,Vichada,340400,22,e
9,Casanare,1712400,28,a
12,Choco,997600,22,d
2,Antioquia,293600,18,b
16,Guaviare,1523000,13,b
20,Meta,1537000,21,d
12,Choco,1012800,10,c
10,Cauca,1977000,25,a
31,Vaupes,1930600,13,d
7,Caldas,912800,9,c
22,Norte de Santander,547800,16,c
17,Huila,1875000,3,b
7,Caldas,1753200,14,a
19,Magdalena,1495800,24,e
32,Vichada,1943800,26,b
16,Guaviare,465200,23,d
20,Meta,986000,2,a
12,Choco,136000,11,d
28,Sucre,481000,17,e
30,Valle del Cauca,1133600,2,d
8,Caqueta,381400,6,b
2,Antioquia,268200,3,d
21,Narino,49600,13,b
26,San Andres y Providencia,982400,2,e
18,La Guajira,1488000,18,b
3,Arauca,1857800,20,c
8,Caqueta,660600,2,d
32,Vichada,1267000,11,a
15,Guainia,1782000,10,d
21,Narino,1462600,1,e
23,Putumayo,684400,5,a
17,Huila,22600,23,b
3,Arauca,1749800,29,c
32,Vichada,634600,11,a
23,Putumayo,1117400,28,c
32,Vichada,221200,30,d
31,Vaupes,186200,8,b
20,Meta,1156000,1,d
13,Cordoba,146400,8,a
23,Putumayo,1679200,12,b
1,Amazonas,1752200,13,a
3,Arauca,7400,16,e
18,La Guajira,509000,15,e
29,Tolima,1663800,10,a
1,Amazonas,1300200,20,e
7,Caldas,193600,7,c
15,Guainia,377800,12,c
16,Guaviare,718000,8,c
26,San Andres y Providencia,565400,11,e
24,Quindio,296600,5,c
23,Putumayo,1429200,17,b
5,Bolivar,1257600,28,c
21,Narino,1644000,15,c
16,Guaviare,38400,30,c
18,La Guajira,1269200,10,a
1,Amazonas,196200,15,b
26,San Andres y Providencia,424000,2,c
2,Antioquia,1122000,26,a
12,Choco,332800,17,b
9,Casanare,1985200,17,a
25,Risaralda,431200,2,c
20,Meta,1881000,12,a
31,Vaupes,1130800,29,e
3,Arauca,235200,23,b
7,Caldas,310200,17,d
6,Boyaca,175400,1,a
27,Santander,1169400,1,e
7,Caldas,1469800,22,e
22,Norte de Santander,1540000,23,a
23,Putumayo,654200,3,a
22,Norte de Santander,1798000,5,a
21,Narino,1388600,3,e
2,Antioquia,1305000,5,b
32,Vichada,1882200,19,c
29,Tolima,1028000,6,c
16,Guaviare,1122400,19,c
7,Caldas,99800,5,e
30,Valle del Cauca,1698400,11,d
8,Caqueta,1679400,1,b
25,Risaralda,357200,3,c
9,Casanare,1469200,30,a
4,Atlantico,1096600,30,a
17,Huila,1957400,24,e
25,Risaralda,1702000,27,d
24,Quindio,1943000,12,c
31,Vaupes,95600,1,a
13,Cordoba,303800,12,c
27,Santander,964600,27,e
3,Arauca,124200,21,c
26,San Andres y Providencia,1482800,18,b
27,Santander,503600,24,d
25,Risaralda,752200,28,a
12,Choco,1246600,27,a
7,Caldas,1101000,1,c
25,Risaralda,806200,21,a
15,Guainia,525600,22,a
11,Cesar,1911000,16,c
12,Choco,1880800,4,c
14,Cundinamarca,957400,11,d
20,Meta,1837400,26,b
23,Putumayo,1154400,12,d
17,Huila,583600,14,e
18,La Guajira,1418400,9,b
19,Magdalena,1880200,6,b
15,Guainia,1150800,26,e
28,Sucre,1880000,22,e
4,Atlantico,1378200,28,d
32,Vichada,1944000,20,a
27,Santander,557200,13,c
14,Cundinamarca,1647400,7,a
6,Boyaca,1370600,29,b
4,Atlantico,468400,30,d
23,Putumayo,298000,11,b
21,Narino,238600,9,e
25,Risaralda,1307400,27,c
11,Cesar,639800,21,a
18,La Guajira,92600,21,a
20,Meta,644200,7,d
32,Vichada,224600,25,a
7,Caldas,188000,23,e
19,Magdalena,523000,22,b
7,Caldas,468200,5,a
26,San Andres y Providencia,1760200,11,d
17,Huila,1291600,6,a
8,Caqueta,1309600,13,d
2,Antioquia,1505400,28,e
8,Caqueta,999600,27,b
19,Magdalena,1514400,25,e
30,Valle del Cauca,399400,6,e
30,Valle del Cauca,83800,20,a
12,Choco,373200,0,d
18,La Guajira,1315400,18,d
26,San Andres y Providencia,1011400,7,e
19,Magdalena,22800,22,d
8,Caqueta,1079400,12,e
2,Antioquia,51400,11,c
7,Caldas,133600,3,d
14,Cundinamarca,558600,25,c
27,Santander,1373600,3,b
26,San Andres y Providencia,1328600,9,b
23,Putumayo,1199800,19,b
30,Valle del Cauca,1794600,21,e
19,Magdalena,1451600,10,a
27,Santander,1473400,3,d
15,Guainia,139800,11,b
2,Antioquia,896400,0,d
1,Amazonas,1813400,23,c
4,Atlantico,62600,10,b
6,Boyaca,1668400,12,b
2,Antioquia,992600,18,a
27,Santander,59600,1,e
20,Meta,1145400,9,b
4,Atlantico,1393200,16,d
2,Antioquia,324800,27,c
7,Caldas,802400,30,c
32,Vichada,804600,1,c
2,Antioquia,411600,15,c
11,Cesar,1957200,16,e
2,Antioquia,1319000,27,b
22,Norte de Santander,995200,17,b
23,Putumayo,424200,15,c
20,Meta,907800,8,a
18,La Guajira,354400,30,c
22,Norte de Santander,1971600,5,a
31,Vaupes,950200,11,b
13,Cordoba,1148800,3,e
20,Meta,686200,19,c
30,Valle del Cauca,448000,15,b
14,Cundinamarca,1275800,13,c
32,Vichada,1116400,29,c
25,Risaralda,131000,9,a
8,Caqueta,167200,14,e
28,Sucre,806800,1,c
1,Amazonas,1869800,0,e
4,Atlantico,1033600,17,b
4,Atlantico,274000,8,a
6,Boyaca,1391400,6,c
31,Vaupes,866800,6,e
24,Quindio,682400,24,c
17,Huila,546800,12,d
5,Bolivar,839200,30,e
32,Vichada,693400,17,c
14,Cundinamarca,708200,15,c
6,Boyaca,44200,12,e
14,Cundinamarca,1544400,15,b
9,Casanare,701200,18,b
18,La Guajira,1734600,10,e
3,Arauca,158400,29,d
31,Vaupes,242000,5,c
14,Cundinamarca,55400,16,a
23,Putumayo,1499000,1,e
11,Cesar,828800,12,b
16,Guaviare,1982400,25,d
20,Meta,1358800,1,c
21,Narino,958600,15,a
29,Tolima,47800,28,b
17,Huila,1047400,12,a
1,Amazonas,1947200,10,a
21,Narino,1347000,13,a
9,Casanare,1973400,23,b
15,Guainia,503400,29,e
29,Tolima,1641800,10,e
10,Cauca,262200,4,e
13,Cordoba,581800,27,d
17,Huila,1758800,20,a
27,Santander,1567600,1,d
19,Magdalena,188800,23,c
21,Narino,420000,19,d
3,Arauca,229200,26,b
7,Caldas,1382600,16,a
5,Bolivar,649400,22,b
27,Santander,1326800,1,e
17,Huila,550600,24,c
2,Antioquia,364000,18,c
12,Choco,535200,20,a
7,Caldas,1395800,2,e
5,Bolivar,542600,26,b
21,Narino,586800,26,c
12,Choco,463800,0,c
17,Huila,1454400,30,a
26,San Andres y Providencia,1242600,5,a
26,San Andres y Providencia,1431400,13,c
19,Magdalena,1401800,16,a
2,Antioquia,1056200,3,a
26,San Andres y Providencia,980800,24,e
19,Magdalena,581400,30,e
26,San Andres y Providencia,1508800,17,c
18,La Guajira,222200,12,b
2,Antioquia,726400,2,c
12,Choco,88600,12,d
21,Narino,1551600,12,e
31,Vaupes,93200,4,e
17,Huila,31000,17,e
18,La Guajira,55400,25,b
18,La Guajira,692200,16,e
3,Arauca,1975000,2,e
16,Guaviare,711200,3,c
6,Boyaca,188600,12,a
8,Caqueta,936800,11,e
7,Caldas,1544400,28,b
10,Cauca,154800,0,b
17,Huila,1299400,21,b
15,Guainia,372000,11,b
15,Guainia,1213200,17,a
30,Valle del Cauca,954600,10,d
30,Valle del Cauca,229200,22,d
6,Boyaca,288800,4,b
22,Norte de Santander,975000,11,a
32,Vichada,792200,23,b
10,Cauca,1049200,5,d
27,Santander,737400,19,a
26,San Andres y Providencia,1339800,19,c
11,Cesar,850400,3,e
25,Risaralda,816400,29,c
10,Cauca,51800,26,c
28,Sucre,1210400,3,c
9,Casanare,1607800,26,a
32,Vichada,1451600,0,c
6,Boyaca,1230400,30,a
12,Choco,1339000,2,e
22,Norte de Santander,1804200,12,d
9,Casanare,1878400,6,a
11,Cesar,1759200,15,b
12,Choco,156200,2,b
31,Vaupes,1761000,0,b
13,Cordoba,1155200,19,b
9,Casanare,316400,19,b
4,Atlantico,1522200,17,c
3,Arauca,1362400,18,a
21,Narino,1324800,8,d
18,La Guajira,1811000,14,a
13,Cordoba,256600,5,e
6,Boyaca,1185000,2,b
10,Cauca,1760800,4,c
11,Cesar,549400,17,b
22,Norte de Santander,663600,7,e
23,Putumayo,1058200,29,e
9,Casanare,1972600,2,d
5,Bolivar,1719800,15,d
14,Cundinamarca,1869400,0,c
27,Santander,847800,13,d
25,Risaralda,309800,21,c
32,Vichada,923200,12,a
23,Putumayo,36000,25,d
26,San Andres y Providencia,1851800,25,b
32,Vichada,1830600,2,b
3,Arauca,1227200,14,d
1,Amazonas,535200,11,d
11,Cesar,534600,25,a
21,Narino,881600,16,c
27,Santander,1494800,27,b
27,Santander,200200,22,b
18,La Guajira,1411400,10,e
12,Choco,678000,15,e
28,Sucre,1355200,19,d
28,Sucre,1746800,19,e
15,Guainia,1316600,21,a
24,Quindio,1693000,23,c
32,Vichada,314200,9,a
13,Cordoba,1305400,17,a
3,Arauca,377600,28,a
27,Santander,1544800,23,a
22,Norte de Santander,71600,1,a
29,Tolima,1265600,26,d
11,Cesar,701000,3,e
29,Tolima,242000,5,d
24,Quindio,275000,10,b
8,Caqueta,1972600,27,e
22,Norte de Santander,1523000,25,c
29,Tolima,1019400,6,d
7,Caldas,1093000,17,b
13,Cordoba,1044400,12,c
2,Antioquia,1983200,22,d
4,Atlantico,1060400,21,a
26,San Andres y Providencia,1531800,5,c
30,Valle del Cauca,365800,8,a
28,Sucre,1830400,25,d
1,Amazonas,1602400,0,c
13,Cordoba,1080200,24,c
7,Caldas,1990200,21,e
15,Guainia,1680200,16,b
1,Amazonas,1683000,3,c
2,Antioquia,1240200,0,e
26,San Andres y Providencia,598400,29,e
6,Boyaca,1339200,7,b
13,Cordoba,1695200,24,b
6,Boyaca,452400,2,e
2,Antioquia,657800,15,c
12,Choco,1423600,20,a
15,Guainia,1848800,18,e
25,Risaralda,1555200,14,d
24,Quindio,336800,10,e
29,Tolima,56600,4,a
24,Quindio,856400,19,e
19,Magdalena,659600,15,d
8,Caqueta,1055200,30,e
24,Quindio,785800,1,e
29,Tolima,1396600,18,d
11,Cesar,1265000,23,a
14,Cundinamarca,56800,1,e
1,Amazonas,381400,25,c
19,Magdalena,1989400,29,e
3,Arauca,1973000,26,b
13,Cordoba,1278200,11,b
11,Cesar,1985600,6,d
27,Santander,882400,7,a
18,La Guajira,64600,16,c
25,Risaralda,471000,27,a
13,Cordoba,277800,26,a
13,Cordoba,829000,4,d
31,Vaupes,561000,17,a
20,Meta,1001000,8,b
5,Bolivar,1302000,15,c
32,Vichada,1277400,29,e
20,Meta,1048800,30,e
20,Meta,1284200,19,e
25,Risaralda,1522200,28,b
21,Narino,1713800,26,e
17,Huila,60400,30,b
24,Quindio,1506000,28,d
1,Amazonas,201200,24,a
30,Valle del Cauca,672600,2,e
16,Guaviare,547400,0,e
7,Caldas,1073600,29,d
15,Guainia,1736800,17,d
31,Vaupes,353800,22,c
12,Choco,627000,19,d
1,Amazonas,736200,2,d
5,Bolivar,1679800,20,a
24,Quindio,16600,9,d
31,Vaupes,198400,24,c
21,Narino,738400,22,e
6,Boyaca,291800,14,d
5,Bolivar,486800,11,c
3,Arauca,295000,24,c
22,Norte de Santander,374200,24,e
4,Atlantico,1402400,30,c
4,Atlantico,423400,13,e
18,La Guajira,753800,20,e
20,Meta,1600800,18,d
12,Choco,541000,29,e
13,Cordoba,142200,25,b
6,Boyaca,836200,10,d
21,Narino,1204600,24,b
29,Tolima,1048600,22,d
1,Amazonas,1336200,0,e
30,Valle del Cauca,1580000,23,c
2,Antioquia,1656000,14,e
13,Cordoba,769400,10,a
29,Tolima,835200,3,b
6,Boyaca,1079000,4,b
21,Narino,1884200,22,e
15,Guainia,298600,5,e
9,Casanare,1097400,20,d
3,Arauca,1980000,27,a
7,Caldas,893400,11,a
26,San Andres y Providencia,892200,3,b
17,Huila,501200,23,a
26,San Andres y Providencia,125800,16,e
32,Vichada,924400,4,e
12,Choco,1664400,20,e
17,Huila,1016200,5,d
5,Bolivar,499000,28,b
13,Cordoba,775200,23,b
28,Sucre,855600,25,b
17,Huila,1888200,22,c
27,Santander,116200,0,e
17,Huila,443400,5,b
21,Narino,266200,28,b
20,Meta,1555800,2,c
6,Boyaca,1455200,22,e
4,Atlantico,1276400,14,d
14,Cundinamarca,1271800,28,e
28,Sucre,1075600,26,e
12,Choco,1680400,20,e
6,Boyaca,637400,15,b
1,Amazonas,325000,4,c
5,Bolivar,1557800,18,c
31,Vaupes,223600,11,d
6,Boyaca,1293400,0,d
24,Quindio,179200,15,a
11,Cesar,115600,11,e
20,Meta,1520400,8,d
28,Sucre,1862000,24,a
2,Antioquia,184800,17,c
30,Valle del Cauca,158200,30,a
28,Sucre,495400,3,e
14,Cundinamarca,312200,12,a
5,Bolivar,1192800,16,c
12,Choco,1796800,24,b
11,Cesar,177400,21,b
2,Antioquia,471400,11,a
2,Antioquia,1656200,11,e
7,Caldas,1308400,20,e
9,Casanare,671000,10,a
18,La Guajira,1869000,6,b
22,Norte de Santander,1436200,30,e
1,Amazonas,46000,13,a
32,Vichada,839000,26,d
6,Boyaca,1585400,6,d
7,Caldas,360200,5,c
12,Choco,974000,19,e
13,Cordoba,942000,22,b
9,Casanare,214400,27,d
16,Guaviare,1012600,18,a
32,Vichada,635200,29,b
7,Caldas,1627600,24,d
13,Cordoba,898200,22,b
28,Sucre,1491800,6,c
10,Cauca,399000,17,d
1,Amazonas,1361200,29,e
17,Huila,409600,13,b
1,Amazonas,1043800,15,b
29,Tolima,1711800,27,e
3,Arauca,1566800,4,a
5,Bolivar,1528000,17,e
27,Santander,1959000,18,e
6,Boyaca,70800,16,d
23,Putumayo,514200,11,a
8,Caqueta,1181800,10,c
30,Valle del Cauca,1536600,1,c
7,Caldas,476000,1,a
21,Narino,586400,2,e
31,Vaupes,670400,13,e
26,San Andres y Providencia,47000,9,e
18,La Guajira,838800,25,d
20,Meta,1300000,12,c
31,Vaupes,1533800,27,a
6,Boyaca,1302200,18,e
13,Cordoba,522800,29,b
1,Amazonas,272800,4,b
16,Guaviare,58000,1,c
14,Cundinamarca,217400,11,c
23,Putumayo,843600,29,e
22,Norte de Santander,1074800,18,e
5,Bolivar,806800,1,d
20,Meta,1264800,21,d
13,Cordoba,479000,13,d
24,Quindio,1552200,3,a
10,Cauca,1856800,16,b
3,Arauca,629200,0,c
27,Santander,1574400,21,c
18,La Guajira,1042600,9,b
18,La Guajira,567800,27,c
18,La Guajira,928000,11,b
21,Narino,292000,11,c
11,Cesar,154600,27,b
29,Tolima,44400,9,a
8,Caqueta,54800,17,d
30,Valle del Cauca,1847200,25,b
18,La Guajira,8200,10,a
31,Vaupes,498000,11,e
19,Magdalena,1881000,10,a
19,Magdalena,774600,9,c
13,Cordoba,1659800,30,c
18,La Guajira,713000,15,d
31,Vaupes,1612000,10,e
14,Cundinamarca,173800,9,c
19,Magdalena,74000,9,c
28,Sucre,326600,3,e
17,Huila,214600,14,d
28,Sucre,616400,16,d
17,Huila,518200,10,b
5,Bolivar,1640600,26,c
16,Guaviare,1449800,1,d
16,Guaviare,1165400,16,d
2,Antioquia,1759600,4,b
5,Bolivar,420800,14,b
10,Cauca,1005400,19,d
3,Arauca,18800,8,a
8,Caqueta,667800,9,b
25,Risaralda,846200,27,e
8,Caqueta,323400,11,e
1,Amazonas,1422800,28,b
10,Cauca,1733600,28,a
31,Vaupes,1203000,25,c
1,Amazonas,457600,17,d
18,La Guajira,418800,12,b
15,Guainia,826800,8,d
11,Cesar,1840400,15,e
19,Magdalena,808800,5,d
23,Putumayo,1593600,13,b
6,Boyaca,1935600,21,c
14,Cundinamarca,1589400,26,a
13,Cordoba,1263800,17,a
27,Santander,1389000,1,e
15,Guainia,630400,7,c
26,San Andres y Providencia,1493200,12,e
29,Tolima,9400,23,e
22,Norte de Santander,1480600,9,c
15,Guainia,1220200,0,b
4,Atlantico,1553000,1,d
3,Arauca,790000,5,c
16,Guaviare,457400,8,a
16,Guaviare,1198600,29,e
8,Caqueta,1448800,3,b
1,Amazonas,180600,12,a
19,Magdalena,1979800,13,a
24,Quindio,684600,5,e
5,Bolivar,1482600,14,d
27,Santander,1653400,12,b
29,Tolima,1685600,23,b
23,Putumayo,239000,15,c
5,Bolivar,200,29,a
6,Boyaca,1775400,6,c
32,Vichada,1792000,18,d
8,Caqueta,1297800,18,a
7,Caldas,1749200,13,a
15,Guainia,192400,10,d
15,Guainia,1401800,11,d
22,Norte de Santander,1106600,10,e
22,Norte de Santander,1778600,12,e
12,Choco,1463000,9,b
10,Cauca,1099400,11,d
20,Meta,1439400,16,e
30,Valle del Cauca,1264000,25,e
7,Caldas,1925000,1,c
8,Caqueta,1943800,30,d
15,Guainia,777000,10,b
3,Arauca,1485800,28,d
31,Vaupes,1216800,12,d
31,Vaupes,1385200,20,b
10,Cauca,735800,14,e
13,Cordoba,1373400,25,c
31,Vaupes,867600,2,e
13,Cordoba,1783600,7,c
3,Arauca,229200,3,e
16,Guaviare,748800,10,c
6,Boyaca,1144000,14,c
22,Norte de Santander,1732800,11,b
26,San Andres y Providencia,1649800,28,b
4,Atlantico,1683600,0,b
1,Amazonas,1050800,19,e
3,Arauca,298600,20,a
17,Huila,748600,1,e
7,Caldas,934400,18,e
11,Cesar,1975800,30,d
11,Cesar,130400,20,a
8,Caqueta,28000,6,b
32,Vichada,425800,17,e
23,Putumayo,1343600,26,b
21,Narino,851600,20,b
5,Bolivar,8800,3,b
9,Casanare,15000,12,d
23,Putumayo,1548200,14,a
4,Atlantico,1090400,6,e
27,Santander,1854200,1,a
9,Casanare,396800,4,b
24,Quindio,1231800,15,c
14,Cundinamarca,724600,11,c
28,Sucre,950000,24,d
1,Amazonas,1020000,17,d
14,Cundinamarca,1058600,5,c
10,Cauca,377800,12,b
7,Caldas,1575000,5,c
31,Vaupes,802200,2,c
29,Tolima,1638400,20,b
29,Tolima,545000,15,e
5,Bolivar,6000,1,c
1,Amazonas,1607200,13,b
23,Putumayo,249800,2,e
18,La Guajira,1772000,3,e
7,Caldas,306200,10,b
8,Caqueta,1231400,30,c
18,La Guajira,516800,17,b
22,Norte de Santander,555000,19,b
4,Atlantico,495400,30,d
30,Valle del Cauca,46200,29,b
6,Boyaca,711000,22,d
28,Sucre,1135000,8,e
1,Amazonas,853400,16,c
4,Atlantico,1518000,21,b
3,Arauca,1975400,19,c
8,Caqueta,1285000,16,e
10,Cauca,610200,1,c
4,Atlantico,1437200,2,e
30,Valle del Cauca,1603200,5,d
15,Guainia,390200,30,a
13,Cordoba,1756600,12,e
29,Tolima,24200,30,e
3,Arauca,1764800,2,b
8,Caqueta,876200,3,d
17,Huila,588200,10,c
2,Antioquia,1020400,9,e
23,Putumayo,1543000,8,d
20,Meta,1729200,20,e
15,Guainia,1123200,11,c
11,Cesar,1664400,8,a
7,Caldas,687600,8,d
26,San Andres y Providencia,1391400,6,c
1,Amazonas,1903800,8,b
2,Antioquia,428800,26,d
5,Bolivar,1235400,7,c
31,Vaupes,141400,22,b
24,Quindio,94000,17,c
23,Putumayo,321800,0,e
27,Santander,839200,5,c
30,Valle del Cauca,254800,26,e
23,Putumayo,38800,2,e
20,Meta,1018200,16,a
27,Santander,1953800,22,e
30,Valle del Cauca,1978400,30,b
12,Choco,275600,1,d
17,Huila,676000,24,a
31,Vaupes,716800,6,c
16,Guaviare,832400,28,b
12,Choco,559600,0,c
2,Antioquia,1710800,15,e
14,Cundinamarca,3000,13,b
2,Antioquia,1626200,6,e
23,Putumayo,522600,28,e
32,Vichada,1174600,5,c
19,Magdalena,1832800,0,e
14,Cundinamarca,1858600,9,c
30,Valle del Cauca,940000,18,a
18,La Guajira,40200,30,a
7,Caldas,1842000,0,b
11,Cesar,1850200,10,e
30,Valle del Cauca,1563400,13,c
17,Huila,158400,12,a
7,Caldas,778400,23,b
5,Bolivar,1028400,25,e
18,La Guajira,38600,14,e
22,Norte de Santander,1731400,13,c
22,Norte de Santander,544400,23,a
31,Vaupes,872000,25,d
10,Cauca,1403800,2,a
5,Bolivar,1839400,23,c
23,Putumayo,1260000,10,a
23,Putumayo,1885800,18,c
14,Cundinamarca,688200,1,d
26,San Andres y Providencia,624600,0,c
23,Putumayo,77000,10,d
2,Antioquia,1419800,6,a
14,Cundinamarca,890200,1,b
28,Sucre,665800,20,b
23,Putumayo,1954200,11,a
20,Meta,1951400,19,d
1,Amazonas,1786000,23,a
4,Atlantico,1921800,24,a
26,San Andres y Providencia,1764400,16,b
16,Guaviare,721400,6,c
5,Bolivar,489600,27,b
18,La Guajira,1761800,2,a
18,La Guajira,1826800,20,b
12,Choco,726400,14,b
15,Guainia,1809400,8,e
20,Meta,1983400,20,e
24,Quindio,1028600,29,c
28,Sucre,397600,24,d
11,Cesar,414000,28,d
8,Caqueta,434200,26,e
6,Boyaca,945800,11,a
3,Arauca,1720200,17,e
1,Amazonas,1987000,4,a
15,Guainia,1094800,23,b
5,Bolivar,1015600,25,c
25,Risaralda,603800,20,c
29,Tolima,934600,10,b
10,Cauca,1789000,21,e
16,Guaviare,278400,12,e
11,Cesar,1519200,0,c
6,Boyaca,837600,28,c
7,Caldas,1728400,15,b
4,Atlantico,1830800,4,b
14,Cundinamarca,1378200,3,e
2,Antioquia,539000,8,c
23,Putumayo,1062000,28,d
6,Boyaca,588400,9,e
27,Santander,1441600,10,e
24,Quindio,1270200,9,e
27,Santander,1039600,25,e
4,Atlantico,1122400,19,e
22,Norte de Santander,899800,10,d
4,Atlantico,1744000,13,e
11,Cesar,1892000,28,d
8,Caqueta,606400,17,c
8,Caqueta,1120200,22,c
5,Bolivar,1849600,15,e
25,Risaralda,715200,1,c
7,Caldas,790200,8,c
32,Vichada,256200,14,c
29,Tolima,1002800,21,c
23,Putumayo,1335400,0,e
21,Narino,662800,16,b
13,Cordoba,1451000,10,a
30,Valle del Cauca,415200,12,e
31,Vaupes,1452200,7,e
9,Casanare,1174200,5,a
9,Casanare,1746200,2,e
16,Guaviare,527200,18,e
16,Guaviare,792600,18,e
4,Atlantico,1015600,3,a
23,Putumayo,1565400,23,a
23,Putumayo,213800,3,e
23,Putumayo,1630600,1,a
10,Cauca,1301000,23,d
13,Cordoba,1518400,23,c
26,San Andres y Providencia,954800,16,d
6,Boyaca,439800,2,b
27,Santander,500600,23,e
9,Casanare,1509000,9,b
31,Vaupes,403200,0,b
29,Tolima,810800,27,c
30,Valle del Cauca,1025800,16,c
8,Caqueta,1388600,11,c
27,Santander,974200,30,d
22,Norte de Santander,822800,27,d
11,Cesar,840600,8,c
8,Caqueta,1131200,6,b
6,Boyaca,1623000,16,b
12,Choco,439600,15,c
5,Bolivar,1183800,17,a
31,Vaupes,1453600,16,c
22,Norte de Santander,740600,23,a
7,Caldas,360800,19,c
15,Guainia,1477600,27,d
7,Caldas,68600,3,e
12,Choco,1821800,10,a
11,Cesar,1691200,14,a
7,Caldas,254800,5,c
5,Bolivar,800400,9,c
26,San Andres y Providencia,1737000,16,d
27,Santander,348200,22,a
24,Quindio,1259600,14,b
31,Vaupes,1873600,12,b
28,Sucre,1082400,24,d
5,Bolivar,1005400,21,e
26,San Andres y Providencia,1600200,13,b
13,Cordoba,138400,9,b
30,Valle del Cauca,275000,14,b
18,La Guajira,1967800,12,b
26,San Andres y Providencia,1460200,27,d
26,San Andres y Providencia,65400,2,c
18,La Guajira,1775600,13,e
4,Atlantico,856400,13,e
20,Meta,1088800,28,e
25,Risaralda,1357400,6,b
16,Guaviare,1957200,28,e
24,Quindio,1214200,24,d
17,Huila,409400,22,b
15,Guainia,916000,14,b
24,Quindio,1356400,16,b
7,Caldas,1930800,6,a
24,Quindio,954200,5,e
11,Cesar,1954200,28,c
14,Cundinamarca,106800,28,c
31,Vaupes,1221000,10,d
5,Bolivar,814200,26,d
28,Sucre,850400,30,b
12,Choco,1627800,16,d
15,Guainia,435800,30,c
19,Magdalena,267000,5,d
19,Magdalena,1865600,29,b
29,Tolima,1602800,13,c
7,Caldas,1722600,18,c
13,Cordoba,954800,8,b
26,San Andres y Providencia,320000,6,e
6,Boyaca,1450600,13,e
27,Santander,1163000,1,a
17,Huila,1613800,18,a
12,Choco,1381200,5,e
13,Cordoba,1408000,15,d
24,Quindio,522600,11,d
27,Santander,1262400,27,c
6,Boyaca,1868600,7,e
12,Choco,1735800,8,d
9,Casanare,167400,27,c
31,Vaupes,180000,17,a
9,Casanare,133800,7,b
21,Narino,1976600,14,a
26,San Andres y Providencia,807000,25,d
10,Cauca,1606800,1,a
17,Huila,1175200,23,a
25,Risaralda,888000,13,b
27,Santander,1629800,10,e
31,Vaupes,701400,16,d
24,Quindio,1175000,12,a
17,Huila,1405400,12,e
32,Vichada,1314800,28,c
2,Antioquia,1402600,25,a
32,Vichada,478600,25,d
7,Caldas,1201400,28,a
31,Vaupes,50800,22,d
5,Bolivar,646600,10,c
7,Caldas,1435400,21,c
32,Vichada,1844600,11,d
1,Amazonas,688200,16,a
20,Meta,650200,28,a
31,Vaupes,641000,3,c
15,Guainia,728800,9,d
9,Casanare,1397800,5,d
28,Sucre,1050800,10,c
2,Antioquia,883800,1,c
9,Casanare,283600,14,b
29,Tolima,1475000,4,e
6,Boyaca,1319600,21,a
19,Magdalena,682200,24,c
17,Huila,947600,19,e
22,Norte de Santander,1103000,25,d
26,San Andres y Providencia,111600,7,b
8,Caqueta,823200,5,b
25,Risaralda,701800,27,c
30,Valle del Cauca,1914200,6,a
4,Atlantico,1778800,9,a
1,Amazonas,254800,3,d
25,Risaralda,750400,18,e
18,La Guajira,1136600,28,c
1,Amazonas,1079200,13,c
23,Putumayo,434400,2,b
14,Cundinamarca,1461000,0,a
31,Vaupes,1776200,21,d
16,Guaviare,1834200,18,e
4,Atlantico,101400,23,b
20,Meta,1191400,7,e
29,Tolima,1037200,15,e
29,Tolima,345000,2,b
4,Atlantico,574000,12,c
17,Huila,1063200,17,e
6,Boyaca,455600,11,b
27,Santander,335600,26,a
19,Magdalena,608600,29,a
10,Cauca,474000,25,a
30,Valle del Cauca,326600,13,c
26,San Andres y Providencia,449600,12,c
6,Boyaca,97000,22,d
28,Sucre,1699800,24,b
25,Risaralda,1123200,7,d
30,Valle del Cauca,1490200,3,d
22,Norte de Santander,1418600,10,a
13,Cordoba,1475600,19,a
10,Cauca,1425400,30,c
6,Boyaca,39000,5,e
3,Arauca,648200,13,b
